"Date.Day","Date.Full","Date.Month","Date.Year","Show.Name","Show.Theatre","Show.Type","Statistics.Attendance","Statistics.Capacity","Statistics.Gross","Statistics.Gross Potential","Statistics.Performances"
"28","11/28/2010","11","2010","The Lion King","Minskoff","Musical","13324","99","1870565","123","8"
"28","11/28/2010","11","2010","The Merchant Of Venice '10","Broadhurst","Play","8270","103","1160360","109","7"
"28","11/28/2010","11","2010","The Pee-Wee Herman Show","Stephen Sondheim","Play","5916","70","625453","64","8"
"28","11/28/2010","11","2010","The Phantom Of The Opera","Majestic","Musical","11767","91","1024656","76","8"
"28","11/28/2010","11","2010","The Pitmen Painters","Friedman","Play","2908","56","127483","22","8"
"28","11/28/2010","11","2010","The Scottsboro Boys","Lyceum","Musical","4308","60","273250","36","8"
"28","11/28/2010","11","2010","Time Stands Still","Cort","Play","4174","48","352855","42","8"
"28","11/28/2010","11","2010","West Side Story","Palace","Musical","10449","77","876277","63","8"
"28","11/28/2010","11","2010","Wicked","Gershwin","Musical","14472","100","2150665","137","8"
"28","11/28/2010","11","2010","Women On The Verge Of A Nervous Breakdown","Belasco","Musical","4935","62","399881","50","8"
"5","12/5/2010","12","2010","A Free Man Of Color","Vivian Beaumont","Play","4336","52","261283","30","8"
"5","12/5/2010","12","2010","A Little Night Music","Walter Kerr","Musical","5087","68","468108","53","8"
"5","12/5/2010","12","2010","American Idiot","St. James","Musical","5922","43","424812","32","8"
"5","12/5/2010","12","2010","Billy Elliot: The Musical","Imperial","Musical","10434","92","1037838","78","8"
"5","12/5/2010","12","2010","Bloody Bloody Andrew Jackson","Jacobs","Musical","4845","59","315796","34","8"
"5","12/5/2010","12","2010","Brief Encounter","Studio 54","Play","6129","76","378764","43","8"
"5","12/5/2010","12","2010","Chicago","Ambassador","Musical","5649","65","457936","48","8"
"5","12/5/2010","12","2010","Colin Quinn: Long Story Short","Helen Hayes","Play","2214","47","128644","30","8"
"5","12/5/2010","12","2010","Driving Miss Daisy","Golden","Play","5710","89","699239","94","8"
"5","12/5/2010","12","2010","Elf","Al Hirschfeld","Musical","9634","85","1175130","85","8"
"5","12/5/2010","12","2010","Fela!","Eugene O'Neill","Musical","6661","81","506223","58","8"
"5","12/5/2010","12","2010","In The Heights","Richard Rodgers","Musical","7227","67","496380","43","8"
"5","12/5/2010","12","2010","Jersey Boys","August Wilson","Musical","9374","95","1237955","106","8"
"5","12/5/2010","12","2010","La Bete '10","Music Box","Play","3253","40","216038","23","8"
"5","12/5/2010","12","2010","La Cage Aux Folles '10","Longacre","Musical","5738","68","530382","59","8"
"5","12/5/2010","12","2010","Lombardi","Circle In The Square","Play","4218","67","273956","38","8"
"5","12/5/2010","12","2010","Mamma Mia!","Winter Garden","Musical","8889","74","777759","56","8"
"5","12/5/2010","12","2010","Mary Poppins","New Amsterdam","Musical","10764","75","911483","65","8"
"5","12/5/2010","12","2010","Memphis","Shubert","Musical","9826","84","936362","74","8"
"5","12/5/2010","12","2010","Million Dollar Quartet","Nederlander","Musical","6328","65","582367","52","8"
"5","12/5/2010","12","2010","Next To Normal","Booth","Musical","4154","67","234199","38","8"
"5","12/5/2010","12","2010","Promises, Promises","Broadway","Musical","11337","81","1154614","72","8"
"5","12/5/2010","12","2010","Rain: A Tribute To The Beatles On Broadway","Neil Simon","Musical","6956","60","598381","49","8"
"5","12/5/2010","12","2010","Rock Of Ages","Brooks Atkinson","Musical","5112","64","476229","59","8"
"5","12/5/2010","12","2010","Spider-Man Turn Off The Dark","Foxwoods","Musical","9468","98","919457","74","0"
"5","12/5/2010","12","2010","The Addams Family","Lunt-Fontanne","Musical","8434","69","937133","67","8"
"5","12/5/2010","12","2010","The Lion King","Minskoff","Musical","12831","96","1529019","100","8"
"5","12/5/2010","12","2010","The Merchant Of Venice '10","Broadhurst","Play","8266","103","1085310","102","7"
"5","12/5/2010","12","2010","The Pee-Wee Herman Show","Stephen Sondheim","Play","5607","66","572951","58","8"
"5","12/5/2010","12","2010","The Phantom Of The Opera","Majestic","Musical","8437","65","690663","51","8"
"5","12/5/2010","12","2010","The Pitmen Painters","Friedman","Play","3384","65","154367","27","8"
"5","12/5/2010","12","2010","The Scottsboro Boys","Lyceum","Musical","5601","78","282465","37","8"
"5","12/5/2010","12","2010","Time Stands Still","Cort","Play","4298","50","339572","40","8"
"5","12/5/2010","12","2010","West Side Story","Palace","Musical","8582","63","697675","50","8"
"5","12/5/2010","12","2010","Wicked","Gershwin","Musical","13671","94","1566919","100","8"
"5","12/5/2010","12","2010","Women On The Verge Of A Nervous Breakdown","Belasco","Musical","5060","65","390465","47","8"
"12","12/12/2010","12","2010","A Free Man Of Color","Vivian Beaumont","Play","4859","58","278172","32","8"
"12","12/12/2010","12","2010","A Little Night Music","Walter Kerr","Musical","5721","77","519928","59","8"
"12","12/12/2010","12","2010","American Idiot","St. James","Musical","7087","52","482459","36","8"
"12","12/12/2010","12","2010","Billy Elliot: The Musical","Imperial","Musical","10787","95","1066328","80","8"
"12","12/12/2010","12","2010","Bloody Bloody Andrew Jackson","Jacobs","Musical","5543","67","367783","40","8"
"12","12/12/2010","12","2010","Brief Encounter","Studio 54","Play","4835","60","300383","34","8"
"12","12/12/2010","12","2010","Chicago","Ambassador","Musical","5533","64","446401","47","8"
"12","12/12/2010","12","2010","Colin Quinn: Long Story Short","Helen Hayes","Play","2294","49","153081","36","8"
"12","12/12/2010","12","2010","Donny & Marie: A Broadway Christmas","Marquis","Special","7207","88","881925","85","5"
"12","12/12/2010","12","2010","Driving Miss Daisy","Golden","Play","6003","93","732896","98","8"
"12","12/12/2010","12","2010","Elf","Al Hirschfeld","Musical","10816","95","1302310","94","8"
"12","12/12/2010","12","2010","Fela!","Eugene O'Neill","Musical","7270","88","567267","65","8"
"12","12/12/2010","12","2010","In The Heights","Richard Rodgers","Musical","7743","72","515094","44","8"
"12","12/12/2010","12","2010","Jersey Boys","August Wilson","Musical","9638","98","1249427","107","8"
"12","12/12/2010","12","2010","La Bete '10","Music Box","Play","3770","47","253079","27","8"
"12","12/12/2010","12","2010","La Cage Aux Folles '10","Longacre","Musical","6215","73","562152","62","8"
"12","12/12/2010","12","2010","Lombardi","Circle In The Square","Play","4438","70","290552","40","8"
"12","12/12/2010","12","2010","Mamma Mia!","Winter Garden","Musical","9490","79","817276","59","8"
"12","12/12/2010","12","2010","Mary Poppins","New Amsterdam","Musical","11684","81","982645","70","8"
"12","12/12/2010","12","2010","Memphis","Shubert","Musical","9904","84","972959","77","8"
"12","12/12/2010","12","2010","Million Dollar Quartet","Nederlander","Musical","6729","69","611869","55","8"
"12","12/12/2010","12","2010","Next To Normal","Booth","Musical","4682","76","283836","46","8"
"12","12/12/2010","12","2010","Promises, Promises","Broadway","Musical","12383","89","1239949","77","8"
"12","12/12/2010","12","2010","Rain: A Tribute To The Beatles On Broadway","Neil Simon","Musical","7939","69","648528","53","8"
"12","12/12/2010","12","2010","Rock Of Ages","Brooks Atkinson","Musical","5433","68","502042","62","8"
"12","12/12/2010","12","2010","Spider-Man Turn Off The Dark","Foxwoods","Musical","9595","99","911682","74","0"
"12","12/12/2010","12","2010","The Addams Family","Lunt-Fontanne","Musical","9453","78","1014185","72","8"
"12","12/12/2010","12","2010","The Lion King","Minskoff","Musical","13122","98","1575589","103","8"
"12","12/12/2010","12","2010","The Merchant Of Venice '10","Broadhurst","Play","8273","103","1074410","101","7"
"12","12/12/2010","12","2010","The Pee-Wee Herman Show","Stephen Sondheim","Play","5961","71","583281","60","8"
"12","12/12/2010","12","2010","The Phantom Of The Opera","Majestic","Musical","9128","71","755601","56","8"
"12","12/12/2010","12","2010","The Pitmen Painters","Friedman","Play","3839","74","172345","30","8"
"12","12/12/2010","12","2010","The Scottsboro Boys","Lyceum","Musical","6996","97","454251","59","8"
"12","12/12/2010","12","2010","Time Stands Still","Cort","Play","4248","49","339551","40","8"
"12","12/12/2010","12","2010","West Side Story","Palace","Musical","9582","71","757353","54","8"
"12","12/12/2010","12","2010","Wicked","Gershwin","Musical","14211","98","1645313","105","8"
"12","12/12/2010","12","2010","Women On The Verge Of A Nervous Breakdown","Belasco","Musical","4604","59","320315","39","8"
"19","12/19/2010","12","2010","A Free Man Of Color","Vivian Beaumont","Play","4253","51","214439","24","8"
"19","12/19/2010","12","2010","A Little Night Music","Walter Kerr","Musical","5368","72","438142","50","8"
"19","12/19/2010","12","2010","American Idiot","St. James","Musical","6475","47","489532","37","8"
"19","12/19/2010","12","2010","Billy Elliot: The Musical","Imperial","Musical","10089","89","978780","74","8"
"19","12/19/2010","12","2010","Bloody Bloody Andrew Jackson","Jacobs","Musical","6561","80","419303","45","8"
"19","12/19/2010","12","2010","Brief Encounter","Studio 54","Play","4858","61","278911","32","8"
"19","12/19/2010","12","2010","Chicago","Ambassador","Musical","5225","60","431498","45","8"
"19","12/19/2010","12","2010","Colin Quinn: Long Story Short","Helen Hayes","Play","2279","49","147620","34","8"
"19","12/19/2010","12","2010","Donny & Marie: A Broadway Christmas","Marquis","Special","8940","78","1047740","73","7"
"19","12/19/2010","12","2010","Driving Miss Daisy","Golden","Play","5152","80","595313","80","8"
"19","12/19/2010","12","2010","Elf","Al Hirschfeld","Musical","10971","96","1464913","98","8"
"19","12/19/2010","12","2010","Fela!","Eugene O'Neill","Musical","7713","94","613717","70","8"
"19","12/19/2010","12","2010","In The Heights","Richard Rodgers","Musical","8304","77","608332","52","8"
"19","12/19/2010","12","2010","Jersey Boys","August Wilson","Musical","9403","96","1133645","97","8"
"19","12/19/2010","12","2010","La Bete '10","Music Box","Play","3420","42","232383","25","8"
"19","12/19/2010","12","2010","La Cage Aux Folles '10","Longacre","Musical","5222","62","453873","50","8"
"19","12/19/2010","12","2010","Lombardi","Circle In The Square","Play","3789","60","238737","33","8"
"19","12/19/2010","12","2010","Mamma Mia!","Winter Garden","Musical","8197","68","713888","52","8"
"19","12/19/2010","12","2010","Mary Poppins","New Amsterdam","Musical","10805","75","914985","65","8"
"19","12/19/2010","12","2010","Memphis","Shubert","Musical","8668","74","795212","63","8"
"19","12/19/2010","12","2010","Million Dollar Quartet","Nederlander","Musical","5151","53","445007","40","8"
"19","12/19/2010","12","2010","Next To Normal","Booth","Musical","5296","86","308859","50","8"
"19","12/19/2010","12","2010","Promises, Promises","Broadway","Musical","11665","83","1117422","69","8"
"19","12/19/2010","12","2010","Rain: A Tribute To The Beatles On Broadway","Neil Simon","Musical","8266","71","676048","55","8"
"19","12/19/2010","12","2010","Rock Of Ages","Brooks Atkinson","Musical","5363","67","478936","59","8"
"19","12/19/2010","12","2010","Spider-Man Turn Off The Dark","Foxwoods","Musical","11455","99","1036133","70","0"
"19","12/19/2010","12","2010","The Addams Family","Lunt-Fontanne","Musical","8572","71","912688","65","8"
"19","12/19/2010","12","2010","The Importance Of Being Earnest","American Airlines","Play","2069","70","71928","22","0"
"19","12/19/2010","12","2010","The Lion King","Minskoff","Musical","12693","95","1571953","103","8"
"19","12/19/2010","12","2010","The Merchant Of Venice '10","Broadhurst","Play","4726","103","645015","106","4"
"19","12/19/2010","12","2010","The Pee-Wee Herman Show","Stephen Sondheim","Play","6758","80","637669","65","8"
"19","12/19/2010","12","2010","The Phantom Of The Opera","Majestic","Musical","9472","73","761245","56","8"
"19","12/19/2010","12","2010","Time Stands Still","Cort","Play","4447","52","325677","39","8"
"19","12/19/2010","12","2010","West Side Story","Palace","Musical","9222","68","751136","54","8"
"19","12/19/2010","12","2010","Wicked","Gershwin","Musical","14174","98","1631743","104","8"
"19","12/19/2010","12","2010","Women On The Verge Of A Nervous Breakdown","Belasco","Musical","4247","55","269357","33","8"
"26","12/26/2010","12","2010","A Free Man Of Color","Vivian Beaumont","Play","3640","44","143850","16","8"
"26","12/26/2010","12","2010","A Little Night Music","Walter Kerr","Musical","5182","70","452784","52","8"
"26","12/26/2010","12","2010","American Idiot","St. James","Musical","6706","56","539810","46","7"
"26","12/26/2010","12","2010","Billy Elliot: The Musical","Imperial","Musical","9047","91","1011143","87","7"
"26","12/26/2010","12","2010","Bloody Bloody Andrew Jackson","Jacobs","Musical","6955","84","501179","55","8"
"26","12/26/2010","12","2010","Brief Encounter","Studio 54","Play","4302","61","244500","31","7"
"26","12/26/2010","12","2010","Chicago","Ambassador","Musical","5802","77","512065","61","7"
"26","12/26/2010","12","2010","Colin Quinn: Long Story Short","Helen Hayes","Play","2176","46","155816","36","8"
"26","12/26/2010","12","2010","Donny & Marie: A Broadway Christmas","Marquis","Special","4930","60","481812","47","5"
"26","12/26/2010","12","2010","Driving Miss Daisy","Golden","Play","4051","72","452435","69","7"
"26","12/26/2010","12","2010","Elf","Al Hirschfeld","Musical","11736","92","1572836","90","9"
"26","12/26/2010","12","2010","Fela!","Eugene O'Neill","Musical","6716","93","614835","80","7"
"26","12/26/2010","12","2010","In The Heights","Richard Rodgers","Musical","8363","78","685832","59","8"
"26","12/26/2010","12","2010","Jersey Boys","August Wilson","Musical","9066","92","1156942","99","8"
"26","12/26/2010","12","2010","La Bete '10","Music Box","Play","2879","41","184011","23","7"
"26","12/26/2010","12","2010","La Cage Aux Folles '10","Longacre","Musical","3772","51","373855","47","7"
"26","12/26/2010","12","2010","Lombardi","Circle In The Square","Play","3738","59","228582","31","8"
"26","12/26/2010","12","2010","Mamma Mia!","Winter Garden","Musical","9184","88","866804","72","7"
"26","12/26/2010","12","2010","Mary Poppins","New Amsterdam","Musical","12901","90","1149159","81","8"
"26","12/26/2010","12","2010","Memphis","Shubert","Musical","8310","71","782329","62","8"
"26","12/26/2010","12","2010","Million Dollar Quartet","Nederlander","Musical","4375","51","370872","40","7"
"26","12/26/2010","12","2010","Next To Normal","Booth","Musical","4916","80","312046","51","8"
"26","12/26/2010","12","2010","Promises, Promises","Broadway","Musical","10098","72","977274","60","8"
"26","12/26/2010","12","2010","Rain: A Tribute To The Beatles On Broadway","Neil Simon","Musical","7817","67","706360","57","8"
"26","12/26/2010","12","2010","Rock Of Ages","Brooks Atkinson","Musical","5187","65","438042","54","8"
"26","12/26/2010","12","2010","Spider-Man Turn Off The Dark","Foxwoods","Musical","7720","100","944138","95","0"
"26","12/26/2010","12","2010","The Addams Family","Lunt-Fontanne","Musical","10494","86","1100286","78","8"
"26","12/26/2010","12","2010","The Importance Of Being Earnest","American Airlines","Play","3282","63","162716","28","0"
"26","12/26/2010","12","2010","The Lion King","Minskoff","Musical","13135","98","1823766","119","8"
"26","12/26/2010","12","2010","The Merchant Of Venice '10","Broadhurst","Play","8273","103","1099420","103","7"
"26","12/26/2010","12","2010","The Pee-Wee Herman Show","Stephen Sondheim","Play","5288","72","535387","62","7"
"26","12/26/2010","12","2010","The Phantom Of The Opera","Majestic","Musical","10330","80","1028037","76","8"
"26","12/26/2010","12","2010","Time Stands Still","Cort","Play","1585","73","117962","54","2"
"26","12/26/2010","12","2010","West Side Story","Palace","Musical","9950","73","871951","63","8"
"26","12/26/2010","12","2010","Wicked","Gershwin","Musical","14472","100","2153110","137","8"
"26","12/26/2010","12","2010","Women On The Verge Of A Nervous Breakdown","Belasco","Musical","3756","48","241849","29","8"
"2","1/2/2011","1","2011","A Little Night Music","Walter Kerr","Musical","6642","89","627556","71","8"
"2","1/2/2011","1","2011","American Idiot","St. James","Musical","13426","87","1183038","79","9"
"2","1/2/2011","1","2011","Billy Elliot: The Musical","Imperial","Musical","12676","99","1518486","89","9"
"2","1/2/2011","1","2011","Bloody Bloody Andrew Jackson","Jacobs","Musical","8237","100","697839","71","8"
"2","1/2/2011","1","2011","Brief Encounter","Studio 54","Play","6867","86","411174","46","8"
"2","1/2/2011","1","2011","Chicago","Ambassador","Musical","8766","90","921309","78","9"
"2","1/2/2011","1","2011","Colin Quinn: Long Story Short","Helen Hayes","Play","3576","76","261451","61","8"
"2","1/2/2011","1","2011","Donny & Marie: A Broadway Christmas","Marquis","Special","3902","80","431986","70","3"
"2","1/2/2011","1","2011","Driving Miss Daisy","Golden","Play","5026","78","582218","76","8"
"2","1/2/2011","1","2011","Elf","Al Hirschfeld","Musical","9552","96","1344993","99","7"
"2","1/2/2011","1","2011","Fela!","Eugene O'Neill","Musical","9493","102","997714","101","9"
"2","1/2/2011","1","2011","In The Heights","Richard Rodgers","Musical","10356","96","1050924","91","8"
"2","1/2/2011","1","2011","Jersey Boys","August Wilson","Musical","9845","100","1372391","117","8"
"2","1/2/2011","1","2011","La Bete '10","Music Box","Play","4483","49","308549","30","9"
"2","1/2/2011","1","2011","La Cage Aux Folles '10","Longacre","Musical","7151","75","665907","62","9"
"2","1/2/2011","1","2011","Lombardi","Circle In The Square","Play","5145","81","390654","54","8"
"2","1/2/2011","1","2011","Mamma Mia!","Winter Garden","Musical","12489","93","1353837","80","9"
"2","1/2/2011","1","2011","Mary Poppins","New Amsterdam","Musical","14319","100","1492701","106","8"
"2","1/2/2011","1","2011","Memphis","Shubert","Musical","11172","95","1092305","87","8"
"2","1/2/2011","1","2011","Million Dollar Quartet","Nederlander","Musical","7399","68","605169","50","9"
"2","1/2/2011","1","2011","Next To Normal","Booth","Musical","5941","96","434859","72","8"
"2","1/2/2011","1","2011","Promises, Promises","Broadway","Musical","12079","86","1336579","73","8"
"2","1/2/2011","1","2011","Rain: A Tribute To The Beatles On Broadway","Neil Simon","Musical","14836","93","1404356","83","11"
"2","1/2/2011","1","2011","Rock Of Ages","Brooks Atkinson","Musical","7273","91","731576","91","8"
"2","1/2/2011","1","2011","Spider-Man Turn Off The Dark","Foxwoods","Musical","15443","100","1880833","96","0"
"2","1/2/2011","1","2011","The Addams Family","Lunt-Fontanne","Musical","11433","94","1408509","100","8"
"2","1/2/2011","1","2011","The Importance Of Being Earnest","American Airlines","Play","4147","70","235694","36","0"
"2","1/2/2011","1","2011","The Lion King","Minskoff","Musical","13422","100","1993520","131","8"
"2","1/2/2011","1","2011","The Merchant Of Venice '10","Broadhurst","Play","8266","103","1175750","110","7"
"2","1/2/2011","1","2011","The Pee-Wee Herman Show","Stephen Sondheim","Play","8715","92","993845","90","9"
"2","1/2/2011","1","2011","The Phantom Of The Opera","Majestic","Musical","12741","99","1390531","91","8"
"2","1/2/2011","1","2011","Time Stands Still","Cort","Play","6566","68","456335","49","9"
"2","1/2/2011","1","2011","West Side Story","Palace","Musical","13040","96","1403667","101","8"
"2","1/2/2011","1","2011","Wicked","Gershwin","Musical","14472","100","2228235","142","8"
"2","1/2/2011","1","2011","Women On The Verge Of A Nervous Breakdown","Belasco","Musical","6253","81","377877","46","8"
"9","1/9/2011","1","2011","A Free Man Of Color","Vivian Beaumont","Play","5485","66","286415","33","8"
"9","1/9/2011","1","2011","A Little Night Music","Walter Kerr","Musical","7365","99","737852","84","8"
"9","1/9/2011","1","2011","American Idiot","St. James","Musical","10971","80","952123","64","8"
"9","1/9/2011","1","2011","Billy Elliot: The Musical","Imperial","Musical","11002","97","931502","70","8"
"9","1/9/2011","1","2011","Chicago","Ambassador","Musical","6704","78","548562","58","8"
"9","1/9/2011","1","2011","Colin Quinn: Long Story Short","Helen Hayes","Play","3563","76","217312","51","8"
"9","1/9/2011","1","2011","Driving Miss Daisy","Golden","Play","5099","79","522006","70","8"
"9","1/9/2011","1","2011","In The Heights","Richard Rodgers","Musical","10836","101","1083254","93","8"
"9","1/9/2011","1","2011","Jersey Boys","August Wilson","Musical","9614","98","1068423","91","8"
"9","1/9/2011","1","2011","La Bete '10","Music Box","Play","5445","68","335673","36","8"
"9","1/9/2011","1","2011","La Cage Aux Folles '10","Longacre","Musical","6416","76","529448","58","8"
"9","1/9/2011","1","2011","Lombardi","Circle In The Square","Play","4822","76","329843","45","8"
"9","1/9/2011","1","2011","Mamma Mia!","Winter Garden","Musical","9502","79","802972","58","8"
"9","1/9/2011","1","2011","Mary Poppins","New Amsterdam","Musical","12098","84","910430","66","8"
"9","1/9/2011","1","2011","Memphis","Shubert","Musical","10110","86","827364","70","8"
"9","1/9/2011","1","2011","Million Dollar Quartet","Nederlander","Musical","6362","66","423658","38","8"
"9","1/9/2011","1","2011","Next To Normal","Booth","Musical","6255","101","452936","74","8"
"9","1/9/2011","1","2011","Rain: A Tribute To The Beatles On Broadway","Neil Simon","Musical","11063","96","960485","94","8"
"9","1/9/2011","1","2011","Rock Of Ages","Brooks Atkinson","Musical","7745","97","628628","78","8"
"9","1/9/2011","1","2011","Spider-Man Turn Off The Dark","Foxwoods","Musical","15443","100","1588514","81","0"
"9","1/9/2011","1","2011","The Addams Family","Lunt-Fontanne","Musical","10494","86","938010","67","8"
"9","1/9/2011","1","2011","The Importance Of Being Earnest","American Airlines","Play","5291","89","269557","41","0"
"9","1/9/2011","1","2011","The Lion King","Minskoff","Musical","12793","95","1550640","102","8"
"9","1/9/2011","1","2011","The Merchant Of Venice '10","Broadhurst","Play","8265","102","1114050","104","7"
"9","1/9/2011","1","2011","The Phantom Of The Opera","Majestic","Musical","10190","79","808761","60","8"
"9","1/9/2011","1","2011","Time Stands Still","Cort","Play","4909","65","344036","47","7"
"9","1/9/2011","1","2011","Wicked","Gershwin","Musical","14472","100","1588456","101","8"
"16","1/16/2011","1","2011","American Idiot","St. James","Musical","9322","68","619525","42","8"
"16","1/16/2011","1","2011","Billy Elliot: The Musical","Imperial","Musical","10080","89","851643","64","8"
"16","1/16/2011","1","2011","Chicago","Ambassador","Musical","6493","75","492842","52","8"
"16","1/16/2011","1","2011","Colin Quinn: Long Story Short","Helen Hayes","Play","3269","70","187617","44","8"
"16","1/16/2011","1","2011","Driving Miss Daisy","Golden","Play","4988","78","524894","71","8"
"16","1/16/2011","1","2011","Jersey Boys","August Wilson","Musical","8565","87","974615","83","8"
"16","1/16/2011","1","2011","La Cage Aux Folles '10","Longacre","Musical","6276","74","528621","58","8"
"16","1/16/2011","1","2011","Lombardi","Circle In The Square","Play","4957","78","404096","56","8"
"16","1/16/2011","1","2011","Mamma Mia!","Winter Garden","Musical","8913","74","695507","50","8"
"16","1/16/2011","1","2011","Mary Poppins","New Amsterdam","Musical","10298","72","758117","55","8"
"16","1/16/2011","1","2011","Memphis","Shubert","Musical","9184","78","729246","62","8"
"16","1/16/2011","1","2011","Million Dollar Quartet","Nederlander","Musical","6100","63","456566","41","8"
"16","1/16/2011","1","2011","Next To Normal","Booth","Musical","5954","96","552653","90","8"
"16","1/16/2011","1","2011","Rain: A Tribute To The Beatles On Broadway","Neil Simon","Musical","8248","71","681640","55","8"
"16","1/16/2011","1","2011","Spider-Man Turn Off The Dark","Foxwoods","Musical","11590","100","1258330","85","0"
"16","1/16/2011","1","2011","The Addams Family","Lunt-Fontanne","Musical","9576","79","936316","67","8"
"16","1/16/2011","1","2011","The Importance Of Being Earnest","American Airlines","Play","5604","95","282607","41","5"
"16","1/16/2011","1","2011","The Lion King","Minskoff","Musical","11214","84","1334354","87","8"
"16","1/16/2011","1","2011","The Phantom Of The Opera","Majestic","Musical","10105","78","723216","54","8"
"16","1/16/2011","1","2011","Time Stands Still","Cort","Play","5129","59","363619","43","8"
"16","1/16/2011","1","2011","Wicked","Gershwin","Musical","14228","98","1540868","98","8"
"23","1/23/2011","1","2011","American Idiot","St. James","Musical","9527","70","901450","60","8"
"23","1/23/2011","1","2011","Billy Elliot: The Musical","Imperial","Musical","9190","81","739234","56","8"
"23","1/23/2011","1","2011","Chicago","Ambassador","Musical","4582","53","330062","35","8"
"23","1/23/2011","1","2011","Colin Quinn: Long Story Short","Helen Hayes","Play","2879","61","168862","39","8"
"23","1/23/2011","1","2011","Driving Miss Daisy","Golden","Play","4856","75","480577","65","8"
"23","1/23/2011","1","2011","Jersey Boys","August Wilson","Musical","8279","84","933386","80","8"
"23","1/23/2011","1","2011","La Cage Aux Folles '10","Longacre","Musical","5620","66","466933","52","8"
"23","1/23/2011","1","2011","Lombardi","Circle In The Square","Play","4064","64","316283","44","8"
"23","1/23/2011","1","2011","Mamma Mia!","Winter Garden","Musical","6801","57","527026","38","8"
"23","1/23/2011","1","2011","Mary Poppins","New Amsterdam","Musical","8224","57","571885","42","8"
"23","1/23/2011","1","2011","Memphis","Shubert","Musical","9871","84","698848","59","8"
"23","1/23/2011","1","2011","Million Dollar Quartet","Nederlander","Musical","5501","57","427608","39","8"
"23","1/23/2011","1","2011","Spider-Man Turn Off The Dark","Foxwoods","Musical","12849","95","1338162","77","0"
"23","1/23/2011","1","2011","The Addams Family","Lunt-Fontanne","Musical","8050","66","709646","50","8"
"23","1/23/2011","1","2011","The Importance Of Being Earnest","American Airlines","Play","5591","94","356833","52","8"
"23","1/23/2011","1","2011","The Lion King","Minskoff","Musical","9229","69","993169","65","8"
"23","1/23/2011","1","2011","The Phantom Of The Opera","Majestic","Musical","8408","65","557476","41","8"
"23","1/23/2011","1","2011","Time Stands Still","Cort","Play","6430","74","425058","50","8"
"23","1/23/2011","1","2011","Wicked","Gershwin","Musical","13972","97","1401082","89","8"
"30","1/30/2011","1","2011","American Idiot","St. James","Musical","9711","71","893262","60","8"
"30","1/30/2011","1","2011","Billy Elliot: The Musical","Imperial","Musical","10241","90","761963","57","8"
"30","1/30/2011","1","2011","Chicago","Ambassador","Musical","4726","63","335106","40","7"
"30","1/30/2011","1","2011","Colin Quinn: Long Story Short","Helen Hayes","Play","2823","60","162684","38","8"
"30","1/30/2011","1","2011","Driving Miss Daisy","Golden","Play","4236","66","433151","58","8"
"30","1/30/2011","1","2011","Jersey Boys","August Wilson","Musical","8864","90","962259","82","8"
"30","1/30/2011","1","2011","La Cage Aux Folles '10","Longacre","Musical","6226","74","491455","54","8"
"30","1/30/2011","1","2011","Lombardi","Circle In The Square","Play","4858","77","345672","48","8"
"30","1/30/2011","1","2011","Mamma Mia!","Winter Garden","Musical","7289","61","508770","37","8"
"30","1/30/2011","1","2011","Mary Poppins","New Amsterdam","Musical","9547","66","625493","45","8"
"30","1/30/2011","1","2011","Memphis","Shubert","Musical","9042","77","654084","55","8"
"30","1/30/2011","1","2011","Million Dollar Quartet","Nederlander","Musical","6110","63","464485","42","8"
"30","1/30/2011","1","2011","Spider-Man Turn Off The Dark","Foxwoods","Musical","12455","92","1293098","75","0"
"30","1/30/2011","1","2011","The Addams Family","Lunt-Fontanne","Musical","9047","74","770143","55","8"
"30","1/30/2011","1","2011","The Importance Of Being Earnest","American Airlines","Play","5298","89","362909","53","8"
"30","1/30/2011","1","2011","The Lion King","Minskoff","Musical","11288","84","1139161","75","8"
"30","1/30/2011","1","2011","The Phantom Of The Opera","Majestic","Musical","9644","75","567119","42","8"
"30","1/30/2011","1","2011","Time Stands Still","Cort","Play","7155","83","458007","54","8"
"30","1/30/2011","1","2011","Wicked","Gershwin","Musical","13332","92","1308560","84","8"
"6","2/6/2011","2","2011","American Idiot","St. James","Musical","7816","57","546256","37","8"
"6","2/6/2011","2","2011","Billy Elliot: The Musical","Imperial","Musical","9732","86","695007","52","8"
"6","2/6/2011","2","2011","Chicago","Ambassador","Musical","4931","57","343159","36","8"
"6","2/6/2011","2","2011","Colin Quinn: Long Story Short","Helen Hayes","Play","3051","65","157063","37","8"
"6","2/6/2011","2","2011","Driving Miss Daisy","Golden","Play","4665","83","278831","43","7"
"6","2/6/2011","2","2011","Jersey Boys","August Wilson","Musical","8725","89","866391","74","8"
"6","2/6/2011","2","2011","La Cage Aux Folles '10","Longacre","Musical","6022","71","470138","52","8"
"6","2/6/2011","2","2011","Lombardi","Circle In The Square","Play","4043","64","274019","38","8"
"6","2/6/2011","2","2011","Mamma Mia!","Winter Garden","Musical","7685","64","541521","39","8"
"6","2/6/2011","2","2011","Mary Poppins","New Amsterdam","Musical","9966","69","602099","44","8"
"6","2/6/2011","2","2011","Memphis","Shubert","Musical","9095","77","656967","55","8"
"6","2/6/2011","2","2011","Million Dollar Quartet","Nederlander","Musical","4533","47","337405","30","8"
