"Date.Day","Date.Full","Date.Month","Date.Year","Show.Name","Show.Theatre","Show.Type","Statistics.Attendance","Statistics.Capacity","Statistics.Gross","Statistics.Gross Potential","Statistics.Performances"
"7","8/7/2016","8","2016","Matilda","Shubert","Musical","10718","94","937756","78","8"
"7","8/7/2016","8","2016","On Your Feet!","Marquis","Musical","7304","56","656563","42","8"
"7","8/7/2016","8","2016","Paramour","Lyric","Musical","10245","68","910342","50","8"
"7","8/7/2016","8","2016","School Of Rock","Winter Garden","Musical","11517","96","1211127","80","8"
"7","8/7/2016","8","2016","Something Rotten!","St. James","Musical","7853","73","633523","50","8"
"7","8/7/2016","8","2016","The Book Of Mormon","Eugene O'Neill","Musical","8735","102","1326562","99","8"
"7","8/7/2016","8","2016","The Color Purple 2015","Jacobs","Musical","7774","92","755554","73","8"
"7","8/7/2016","8","2016","The Curious Incident Of The Dog In The Night-Time","Ethel Barrymore","Play","6344","78","467506","55","8"
"7","8/7/2016","8","2016","The Lion King","Minskoff","Musical","13558","100","2292428","97","8"
"7","8/7/2016","8","2016","The Phantom Of The Opera","Majestic","Musical","10475","82","961265","63","8"
"7","8/7/2016","8","2016","Waitress","Brooks Atkinson","Musical","8128","97","996212","98","8"
"7","8/7/2016","8","2016","Wicked","Gershwin","Musical","15295","94","1927412","96","9"
"14","8/14/2016","8","2016","Aladdin","New Amsterdam","Musical","13288","96","1663119","90","8"
"14","8/14/2016","8","2016","An Act Of God 2016","Booth","Play","3877","64","314205","38","8"
"14","8/14/2016","8","2016","An American In Paris","Palace","Musical","9111","68","687762","47","8"
"14","8/14/2016","8","2016","Beautiful","Stephen Sondheim","Musical","6829","83","728242","72","8"
"14","8/14/2016","8","2016","Cats 2016","Neil Simon","Musical","10292","94","1108909","78","8"
"14","8/14/2016","8","2016","Chicago","Ambassador","Musical","6929","80","571623","60","8"
"14","8/14/2016","8","2016","Fiddler On The Roof 2015","Broadway","Musical","8632","63","652283","42","8"
"14","8/14/2016","8","2016","Finding Neverland","Lunt-Fontanne","Musical","8775","73","628895","43","8"
"14","8/14/2016","8","2016","Fun Home","Circle In The Square","Musical","4966","84","379242","48","8"
"14","8/14/2016","8","2016","Hamilton","Richard Rodgers","Musical","10756","102","2045095","105","8"
"14","8/14/2016","8","2016","Jersey Boys","August Wilson","Musical","5991","61","530413","46","8"
"14","8/14/2016","8","2016","Kinky Boots","Al Hirschfeld","Musical","7117","62","651433","50","8"
"14","8/14/2016","8","2016","Les Miserables '14","Imperial","Musical","11244","100","1035397","88","8"
"14","8/14/2016","8","2016","Matilda","Shubert","Musical","10341","90","876824","73","8"
"14","8/14/2016","8","2016","On Your Feet!","Marquis","Musical","7585","58","703403","45","8"
"14","8/14/2016","8","2016","Paramour","Lyric","Musical","11360","75","997867","55","8"
"14","8/14/2016","8","2016","School Of Rock","Winter Garden","Musical","11342","95","1160694","76","8"
"14","8/14/2016","8","2016","Something Rotten!","St. James","Musical","7239","67","584022","46","8"
"14","8/14/2016","8","2016","The Book Of Mormon","Eugene O'Neill","Musical","8731","102","1305962","97","8"
"14","8/14/2016","8","2016","The Color Purple 2015","Jacobs","Musical","7367","88","718400","70","8"
"14","8/14/2016","8","2016","The Curious Incident Of The Dog In The Night-Time","Ethel Barrymore","Play","6407","79","464058","54","8"
"14","8/14/2016","8","2016","The Humans","Schoenfeld","Play","7234","87","603770","62","8"
"14","8/14/2016","8","2016","The Lion King","Minskoff","Musical","13485","99","2233894","97","8"
"14","8/14/2016","8","2016","The Phantom Of The Opera","Majestic","Musical","10966","85","999632","66","8"
"14","8/14/2016","8","2016","Waitress","Brooks Atkinson","Musical","8058","96","990128","97","8"
"14","8/14/2016","8","2016","Wicked","Gershwin","Musical","13804","95","1779664","100","8"
